user_id,transaction_id,transaction_date,amount,category,payment_method,loan_status,risk_score,month
3,266690,2023-06-28,754.35,Groceries,Credit Card,Current,0.6,2023-06
3,166227,2023-10-07,3443.71,Entertainment,Credit Card,Current,0.6,2023-10
3,529414,2023-01-02,4312.07,Bills,Credit Card,Current,0.6,2023-01
3,517184,2023-06-18,4772.53,Shopping,Debit Card,Current,0.6,2023-06
3,819787,2023-11-02,3792.85,Bills,Credit Card,Current,0.6,2023-11
3,439090,2023-08-07,3172.75,Bills,Mobile Wallet,Current,0.6,2023-08
3,827663,2023-03-08,1594.73,Groceries,Mobile Wallet,Current,0.6,2023-03
3,585525,2023-05-20,1069.44,Healthcare,Credit Card,Current,0.6,2023-05
3,442778,2023-08-19,4108.05,Loan Payment,Credit Card,Current,0.6,2023-08
3,781380,2023-01-14,2730.56,Shopping,Debit Card,Current,0.6,2023-01
3,876012,2023-03-20,4562.66,Shopping,Debit Card,Current,0.6,2023-03
3,260763,2023-01-21,1074.61,Groceries,Crypto,Current,0.6,2023-01
3,695293,2023-09-01,3041.27,Entertainment,Bank Transfer,Current,0.6,2023-09
3,507423,2023-08-30,1171.22,Bills,Bank Transfer,Current,0.6,2023-08
3,396992,2023-05-20,1520.61,Shopping,Crypto,Current,0.6,2023-05
3,813298,2023-01-13,1899.04,Entertainment,Crypto,Current,0.6,2023-01
3,545020,2023-12-22,378.17,Bills,Credit Card,Current,0.6,2023-12
3,593500,2023-04-16,2691.15,Groceries,Mobile Wallet,Current,0.6,2023-04
3,486870,2023-11-28,1182.51,Loan Payment,Mobile Wallet,Current,0.6,2023-11
3,255477,2023-05-01,3795.22,Shopping,Crypto,Current,0.6,2023-05
3,551679,2023-10-06,2222.77,Bills,Crypto,Current,0.6,2023-10
3,392181,2023-07-10,4869.43,Loan Payment,Bank Transfer,Current,0.6,2023-07
3,798142,2023-06-14,3874.23,Entertainment,Bank Transfer,Current,0.6,2023-06
3,687135,2023-05-04,2503.52,Bills,Crypto,Current,0.6,2023-05
3,991900,2023-10-11,2681.98,Groceries,Debit Card,Current,0.6,2023-10
3,182341,2023-03-13,511.17,Healthcare,Crypto,Current,0.6,2023-03
3,921985,2023-12-07,4256.22,Loan Payment,Credit Card,Current,0.6,2023-12
4,224640,2023-03-18,4001.02,Groceries,Mobile Wallet,Fully Paid,0.2,2023-03
4,775778,2023-08-19,199.68,Groceries,Debit Card,Fully Paid,0.2,2023-08
4,356775,2023-11-22,1037.01,Shopping,Debit Card,Fully Paid,0.2,2023-11
4,167633,2023-03-05,454.13,Bills,Crypto,Fully Paid,0.2,2023-03
4,201688,2023-10-02,3360.03,Loan Payment,Mobile Wallet,Fully Paid,0.2,2023-10
4,835582,2023-05-31,3636.53,Healthcare,Mobile Wallet,Fully Paid,0.2,2023-05
4,573957,2023-02-17,3686.84,Groceries,Mobile Wallet,Fully Paid,0.2,2023-02
4,433134,2023-03-11,3125.64,Shopping,Debit Card,Fully Paid,0.2,2023-03
4,533804,2023-04-20,3725.44,Entertainment,Debit Card,Fully Paid,0.2,2023-04
4,119310,2023-05-14,1680.75,Entertainment,Mobile Wallet,Fully Paid,0.2,2023-05
4,828108,2023-03-02,1780.93,Entertainment,Mobile Wallet,Fully Paid,0.2,2023-03
4,179891,2023-04-03,3822.91,Groceries,Credit Card,Fully Paid,0.2,2023-04
4,339508,2023-04-11,4325.01,Healthcare,Bank Transfer,Fully Paid,0.2,2023-04
4,847678,2023-08-02,4092.81,Entertainment,Mobile Wallet,Fully Paid,0.2,2023-08
4,862359,2023-07-09,1901.09,Loan Payment,Bank Transfer,Fully Paid,0.2,2023-07
4,868636,2023-01-19,4605.84,Healthcare,Debit Card,Fully Paid,0.2,2023-01
4,205489,2023-10-09,651.93,Entertainment,Bank Transfer,Fully Paid,0.2,2023-10
4,303289,2023-02-23,3196.98,Groceries,Crypto,Fully Paid,0.2,2023-02
4,573627,2023-02-21,4438.71,Groceries,Debit Card,Fully Paid,0.2,2023-02
4,664394,2023-08-02,2114.84,Loan Payment,Bank Transfer,Fully Paid,0.2,2023-08
4,114687,2023-09-18,2167.96,Groceries,Mobile Wallet,Fully Paid,0.2,2023-09
4,504287,2023-10-04,648.36,Healthcare,Debit Card,Fully Paid,0.2,2023-10
5,473516,2023-04-03,4320.05,Entertainment,Debit Card,Charged Off,1.0,2023-04
5,434766,2023-12-04,2275.09,Bills,Debit Card,Charged Off,1.0,2023-12
5,929198,2023-08-22,4729.06,Loan Payment,Mobile Wallet,Charged Off,1.0,2023-08
5,109509,2023-07-17,3036.99,Entertainment,Mobile Wallet,Charged Off,1.0,2023-07
5,391823,2023-10-09,170.7,Bills,Mobile Wallet,Charged Off,1.0,2023-10
5,225612,2023-05-24,344.48,Healthcare,Debit Card,Charged Off,1.0,2023-05
5,308512,2023-09-24,3347.27,Loan Payment,Bank Transfer,Charged Off,1.0,2023-09
5,832508,2023-08-15,1024.07,Entertainment,Mobile Wallet,Charged Off,1.0,2023-08
5,581052,2023-02-11,4536.66,Shopping,Credit Card,Charged Off,1.0,2023-02
5,729626,2023-04-02,2646.49,Entertainment,Crypto,Charged Off,1.0,2023-04
5,867662,2023-10-13,2955.98,Bills,Mobile Wallet,Charged Off,1.0,2023-10
5,434086,2023-11-15,4295.83,Bills,Mobile Wallet,Charged Off,1.0,2023-11
5,507738,2023-09-20,4421.23,Healthcare,Crypto,Charged Off,1.0,2023-09
6,792679,2023-03-27,4157.39,Entertainment,Debit Card,Current,0.4,2023-03
6,682395,2023-09-25,4484.72,Bills,Credit Card,Current,0.4,2023-09
6,149042,2023-10-13,1298.63,Bills,Bank Transfer,Current,0.4,2023-10
6,495196,2023-02-28,2976.1,Loan Payment,Crypto,Current,0.4,2023-02
6,812268,2023-01-22,600.37,Healthcare,Bank Transfer,Current,0.4,2023-01
6,320168,2023-09-11,505.75,Shopping,Crypto,Current,0.4,2023-09
6,892773,2023-06-05,4159.22,Bills,Credit Card,Current,0.4,2023-06
6,155837,2023-04-07,4564.56,Groceries,Crypto,Current,0.4,2023-04
6,100367,2023-11-14,2054.4,Entertainment,Crypto,Current,0.4,2023-11
6,322161,2023-03-31,3511.22,Loan Payment,Debit Card,Current,0.4,2023-03
6,774330,2023-07-23,4223.45,Bills,Crypto,Current,0.4,2023-07
6,769403,2023-04-19,2550.83,Loan Payment,Credit Card,Current,0.4,2023-04
6,757371,2023-01-12,448.02,Bills,Debit Card,Current,0.4,2023-01
6,414103,2023-05-15,1694.44,Entertainment,Mobile Wallet,Current,0.4,2023-05
6,559000,2023-01-26,1052.91,Healthcare,Credit Card,Current,0.4,2023-01
6,322109,2023-06-13,1130.71,Healthcare,Bank Transfer,Current,0.4,2023-06
6,903804,2023-08-16,952.35,Bills,Crypto,Current,0.4,2023-08
6,464565,2023-11-07,752.02,Entertainment,Bank Transfer,Current,0.4,2023-11
6,509148,2023-03-22,3341.69,Healthcare,Crypto,Current,0.4,2023-03
6,946005,2023-12-25,352.3,Entertainment,Mobile Wallet,Current,0.4,2023-12
6,822585,2023-03-15,4856.38,Groceries,Mobile Wallet,Current,0.4,2023-03
6,600938,2023-02-24,603.29,Loan Payment,Crypto,Current,0.4,2023-02
6,694347,2023-08-09,220.62,Loan Payment,Debit Card,Current,0.4,2023-08
6,867096,2023-05-15,1226.03,Groceries,Credit Card,Current,0.4,2023-05
6,269106,2023-06-09,2398.51,Healthcare,Credit Card,Current,0.4,2023-06
7,727937,2023-05-18,2640.54,Groceries,Mobile Wallet,Charged Off,0.9,2023-05
7,748134,2023-02-01,4254.7,Healthcare,Crypto,Charged Off,0.9,2023-02
7,544942,2023-07-02,3692.16,Shopping,Bank Transfer,Charged Off,0.9,2023-07
7,238847,2023-01-04,2252.0,Loan Payment,Debit Card,Charged Off,0.9,2023-01
7,216435,2023-04-04,892.0,Shopping,Credit Card,Charged Off,0.9,2023-04
7,243358,2023-04-01,2440.98,Groceries,Debit Card,Charged Off,0.9,2023-04
7,556636,2023-11-26,3389.22,Healthcare,Credit Card,Charged Off,0.9,2023-11
7,666981,2023-09-22,4372.13,Shopping,Credit Card,Charged Off,0.9,2023-09
7,565542,2023-02-15,530.78,Loan Payment,Credit Card,Charged Off,0.9,2023-02
7,743642,2023-04-10,2774.47,Loan Payment,Crypto,Charged Off,0.9,2023-04
7,818323,2023-12-05,206.79,Entertainment,Bank Transfer,Charged Off,0.9,2023-12
7,411116,2023-02-25,2676.26,Entertainment,Bank Transfer,Charged Off,0.9,2023-02
7,327465,2023-06-06,2149.98,Loan Payment,Credit Card,Charged Off,0.9,2023-06
7,346654,2023-09-12,2576.64,Groceries,Crypto,Charged Off,0.9,2023-09
7,353254,2023-04-01,3183.92,Loan Payment,Credit Card,Charged Off,0.9,2023-04
7,156478,2023-06-28,3971.05,Groceries,Credit Card,Charged Off,0.9,2023-06
7,878849,2023-03-05,2203.02,Healthcare,Debit Card,Charged Off,0.9,2023-03
7,796472,2023-01-08,1430.2,Shopping,Debit Card,Charged Off,0.9,2023-01
7,638268,2023-12-02,1049.82,Loan Payment,Debit Card,Charged Off,0.9,2023-12
7,526947,2023-09-24,4116.63,Loan Payment,Bank Transfer,Charged Off,0.9,2023-09
7,761873,2023-11-24,378.59,Entertainment,Mobile Wallet,Charged Off,0.9,2023-11
7,327616,2023-08-01,1665.79,Shopping,Credit Card,Charged Off,0.9,2023-08
7,130931,2023-09-19,3896.9,Healthcare,Debit Card,Charged Off,0.9,2023-09
7,550745,2023-07-24,2970.37,Bills,Credit Card,Charged Off,0.9,2023-07
7,403377,2023-08-07,1314.57,Groceries,Crypto,Charged Off,0.9,2023-08
7,680543,2023-06-12,2646.16,Groceries,Credit Card,Charged Off,0.9,2023-06
7,253029,2023-04-19,1713.0,Loan Payment,Debit Card,Charged Off,0.9,2023-04
7,217285,2023-11-12,685.61,Shopping,Credit Card,Charged Off,0.9,2023-11
7,551908,2023-09-08,3399.59,Shopping,Bank Transfer,Charged Off,0.9,2023-09
7,527664,2023-12-10,3229.96,Groceries,Mobile Wallet,Charged Off,0.9,2023-12
7,112996,2023-09-11,2577.98,Loan Payment,Crypto,Charged Off,0.9,2023-09
7,564144,2023-04-02,1640.73,Bills,Mobile Wallet,Charged Off,0.9,2023-04
7,618490,2023-06-27,3723.54,Shopping,Debit Card,Charged Off,0.9,2023-06
7,793202,2023-01-31,643.34,Entertainment,Mobile Wallet,Charged Off,0.9,2023-01
7,644233,2023-06-01,3696.13,Entertainment,Debit Card,Charged Off,0.9,2023-06
7,846831,2023-05-03,4123.47,Entertainment,Bank Transfer,Charged Off,0.9,2023-05
7,618763,2023-06-24,396.31,Loan Payment,Debit Card,Charged Off,0.9,2023-06
7,160546,2023-02-24,4046.16,Loan Payment,Crypto,Charged Off,0.9,2023-02
7,799220,2023-07-04,1490.52,Bills,Credit Card,Charged Off,0.9,2023-07
7,705800,2023-11-16,1795.83,Shopping,Credit Card,Charged Off,0.9,2023-11
7,673445,2023-09-29,3995.33,Loan Payment,Debit Card,Charged Off,0.9,2023-09
7,204774,2023-11-15,4227.69,Groceries,Crypto,Charged Off,0.9,2023-11
7,842330,2023-07-20,3776.01,Groceries,Credit Card,Charged Off,0.9,2023-07
7,751989,2023-09-13,2164.92,Bills,Crypto,Charged Off,0.9,2023-09
7,533749,2023-02-21,3672.33,Healthcare,Credit Card,Charged Off,0.9,2023-02
7,380512,2023-05-17,2343.1,Entertainment,Mobile Wallet,Charged Off,0.9,2023-05
7,181179,2023-11-25,1445.7,Bills,Bank Transfer,Charged Off,0.9,2023-11
8,684538,2023-03-17,646.45,Groceries,Crypto,Current,0.4,2023-03
8,869103,2023-05-11,4727.62,Healthcare,Credit Card,Current,0.4,2023-05
8,825585,2023-11-02,2928.27,Loan Payment,Mobile Wallet,Current,0.4,2023-11
8,984958,2023-03-13,4482.39,Entertainment,Debit Card,Current,0.4,2023-03
8,827797,2023-09-04,2300.55,Healthcare,Credit Card,Current,0.4,2023-09
8,144698,2023-11-10,3930.39,Healthcare,Debit Card,Current,0.4,2023-11
8,737119,2023-12-17,1179.91,Bills,Mobile Wallet,Current,0.4,2023-12
8,651177,2023-04-29,3333.56,Shopping,Crypto,Current,0.4,2023-04
8,991111,2023-03-18,399.64,Groceries,Credit Card,Current,0.4,2023-03
9,628093,2023-02-19,4207.78,Groceries,Mobile Wallet,Fully Paid,0.2,2023-02
9,506909,2023-02-23,4921.92,Bills,Credit Card,Fully Paid,0.2,2023-02
9,670563,2023-12-31,4503.71,Groceries,Bank Transfer,Fully Paid,0.2,2023-12
9,956412,2023-12-17,4885.02,Healthcare,Debit Card,Fully Paid,0.2,2023-12
9,469148,2023-10-26,871.23,Shopping,Mobile Wallet,Fully Paid,0.2,2023-10
9,531828,2023-12-27,3156.07,Entertainment,Bank Transfer,Fully Paid,0.2,2023-12
9,465547,2023-10-31,3604.9,Shopping,Crypto,Fully Paid,0.2,2023-10
9,569297,2023-08-22,702.45,Loan Payment,Credit Card,Fully Paid,0.2,2023-08
9,327831,2023-11-10,1569.79,Shopping,Bank Transfer,Fully Paid,0.2,2023-11
9,719320,2023-07-30,814.44,Healthcare,Debit Card,Fully Paid,0.2,2023-07
9,919414,2023-09-28,3824.04,Healthcare,Bank Transfer,Fully Paid,0.2,2023-09
9,987796,2023-01-04,446.33,Shopping,Mobile Wallet,Fully Paid,0.2,2023-01
9,442628,2023-03-31,2522.92,Healthcare,Mobile Wallet,Fully Paid,0.2,2023-03
9,528266,2023-06-10,482.41,Loan Payment,Crypto,Fully Paid,0.2,2023-06
9,944559,2023-09-28,4985.25,Bills,Credit Card,Fully Paid,0.2,2023-09
9,478597,2023-10-23,816.42,Shopping,Crypto,Fully Paid,0.2,2023-10
9,400908,2023-04-10,1467.81,Groceries,Crypto,Fully Paid,0.2,2023-04
9,317038,2023-02-13,3909.52,Bills,Mobile Wallet,Fully Paid,0.2,2023-02
9,625622,2023-03-06,3438.43,Entertainment,Crypto,Fully Paid,0.2,2023-03
9,602733,2023-04-14,2192.16,Loan Payment,Mobile Wallet,Fully Paid,0.2,2023-04
9,188301,2023-08-29,1829.94,Shopping,Bank Transfer,Fully Paid,0.2,2023-08
9,931791,2023-01-08,2077.22,Loan Payment,Debit Card,Fully Paid,0.2,2023-01
9,427280,2023-01-20,445.42,Healthcare,Mobile Wallet,Fully Paid,0.2,2023-01
9,952496,2023-06-07,218.82,Entertainment,Mobile Wallet,Fully Paid,0.2,2023-06
9,939896,2023-10-22,4623.81,Groceries,Debit Card,Fully Paid,0.2,2023-10
9,444525,2023-02-01,4739.21,Groceries,Bank Transfer,Fully Paid,0.2,2023-02
9,303412,2023-03-08,4358.46,Shopping,Bank Transfer,Fully Paid,0.2,2023-03
9,545613,2023-07-25,4870.87,Groceries,Debit Card,Fully Paid,0.2,2023-07
9,347652,2023-01-11,1749.61,Shopping,Debit Card,Fully Paid,0.2,2023-01
9,480581,2023-06-27,2081.26,Shopping,Crypto,Fully Paid,0.2,2023-06
9,970842,2023-06-25,620.31,Groceries,Mobile Wallet,Fully Paid,0.2,2023-06
10,461144,2023-07-14,510.58,Bills,Debit Card,Current,0.4,2023-07
10,271390,2023-04-02,1363.76,Entertainment,Mobile Wallet,Current,0.4,2023-04
10,756243,2023-06-21,600.77,Healthcare,Crypto,Current,0.4,2023-06
10,104947,2023-02-24,4247.6,Healthcare,Crypto,Current,0.4,2023-02
10,981750,2023-01-19,2851.6,Bills,Credit Card,Current,0.4,2023-01
10,852375,2023-07-08,551.96,Entertainment,Debit Card,Current,0.4,2023-07
10,387586,2023-07-27,3146.85,Healthcare,Credit Card,Current,0.4,2023-07
10,247020,2023-12-03,4739.7,Entertainment,Credit Card,Current,0.4,2023-12
10,173915,2023-08-18,3741.87,Groceries,Bank Transfer,Current,0.4,2023-08
10,225465,2023-01-12,3366.16,Entertainment,Mobile Wallet,Current,0.4,2023-01
10,605232,2023-08-27,3238.69,Healthcare,Debit Card,Current,0.4,2023-08
10,361550,2023-07-12,4959.72,Entertainment,Crypto,Current,0.4,2023-07
10,653161,2023-11-23,950.61,Groceries,Crypto,Current,0.4,2023-11
10,387264,2023-09-02,4993.26,Healthcare,Crypto,Current,0.4,2023-09
10,132057,2023-10-29,3439.71,Shopping,Mobile Wallet,Current,0.4,2023-10
10,337839,2023-01-28,69.77,Loan Payment,Mobile Wallet,Current,0.4,2023-01
10,104512,2023-06-06,3777.76,Loan Payment,Crypto,Current,0.4,2023-06
10,472982,2023-07-12,2924.45,Healthcare,Mobile Wallet,Current,0.4,2023-07
10,256693,2023-10-24,2521.99,Entertainment,Crypto,Current,0.4,2023-10
10,276277,2023-10-18,2170.18,Healthcare,Bank Transfer,Current,0.4,2023-10
10,120582,2023-10-01,435.36,Loan Payment,Debit Card,Current,0.4,2023-10
10,141849,2023-10-22,505.33,Groceries,Credit Card,Current,0.4,2023-10
10,118304,2023-05-10,4572.25,Healthcare,Bank Transfer,Current,0.4,2023-05
10,952589,2023-09-10,899.3,Groceries,Crypto,Current,0.4,2023-09
10,157458,2023-01-02,2484.33,Shopping,Debit Card,Current,0.4,2023-01
10,184818,2023-07-22,4230.1,Shopping,Debit Card,Current,0.4,2023-07
10,523981,2023-04-18,102.79,Healthcare,Debit Card,Current,0.4,2023-04
10,464680,2023-07-22,3649.51,Entertainment,Credit Card,Current,0.4,2023-07
10,872217,2023-08-03,3465.03,Shopping,Bank Transfer,Current,0.4,2023-08
10,626723,2023-05-19,151.53,Groceries,Debit Card,Current,0.4,2023-05
10,903266,2023-08-22,3606.23,Loan Payment,Credit Card,Current,0.4,2023-08
10,211086,2023-06-22,747.78,Loan Payment,Crypto,Current,0.4,2023-06
10,205032,2023-06-05,2653.65,Entertainment,Crypto,Current,0.4,2023-06
10,802060,2023-07-22,1432.38,Loan Payment,Credit Card,Current,0.4,2023-07
10,788960,2023-04-22,901.45,Bills,Mobile Wallet,Current,0.4,2023-04
10,763374,2023-03-24,1529.54,Entertainment,Debit Card,Current,0.4,2023-03
10,829215,2023-12-21,3882.11,Bills,Crypto,Current,0.4,2023-12
10,925011,2023-09-11,2525.94,Entertainment,Crypto,Current,0.4,2023-09
10,183969,2023-05-03,3962.38,Loan Payment,Credit Card,Current,0.4,2023-05
10,446687,2023-01-03,314.88,Bills,Crypto,Current,0.4,2023-01
10,721558,2023-09-01,1836.79,Groceries,Debit Card,Current,0.4,2023-09
11,640483,2023-02-09,1498.0,Shopping,Credit Card,Fully Paid,0.2,2023-02
11,339534,2023-08-26,4389.84,Shopping,Debit Card,Fully Paid,0.2,2023-08
11,351057,2023-07-15,4474.99,Entertainment,Bank Transfer,Fully Paid,0.2,2023-07
11,774022,2023-12-01,934.32,Entertainment,Mobile Wallet,Fully Paid,0.2,2023-12
11,436275,2023-12-15,2856.73,Groceries,Crypto,Fully Paid,0.2,2023-12
11,108182,2023-10-07,3159.96,Groceries,Bank Transfer,Fully Paid,0.2,2023-10
12,530378,2023-06-17,769.8,Groceries,Mobile Wallet,Current,0.4,2023-06
12,937926,2023-08-20,2276.3,Loan Payment,Debit Card,Current,0.4,2023-08
12,303163,2023-05-29,1021.32,Entertainment,Debit Card,Current,0.4,2023-05
12,665932,2023-01-08,515.31,Groceries,Bank Transfer,Current,0.4,2023-01
12,382328,2023-06-01,4406.24,Bills,Debit Card,Current,0.4,2023-06
12,132264,2023-12-12,3976.0,Bills,Crypto,Current,0.4,2023-12
12,640367,2023-06-19,103.63,Entertainment,Credit Card,Current,0.4,2023-06
12,804518,2023-04-12,1706.4,Healthcare,Bank Transfer,Current,0.4,2023-04
12,830363,2023-09-26,1776.12,Entertainment,Credit Card,Current,0.4,2023-09
12,916503,2023-07-24,3138.78,Bills,Mobile Wallet,Current,0.4,2023-07
12,563228,2023-07-28,2903.6,Healthcare,Crypto,Current,0.4,2023-07
12,419881,2023-04-04,3783.59,Entertainment,Debit Card,Current,0.4,2023-04
12,193639,2023-04-01,2429.9,Shopping,Crypto,Current,0.4,2023-04
12,398267,2023-07-23,2189.66,Healthcare,Debit Card,Current,0.4,2023-07
12,173267,2023-08-20,738.8,Entertainment,Debit Card,Current,0.4,2023-08
13,148837,2023-09-08,4425.21,Groceries,Debit Card,Current,0.4,2023-09
13,704284,2023-04-16,1902.81,Loan Payment,Credit Card,Current,0.4,2023-04
13,972734,2023-08-19,4187.27,Bills,Debit Card,Current,0.4,2023-08
13,612892,2023-02-24,3679.07,Loan Payment,Crypto,Current,0.4,2023-02
13,535160,2023-08-02,428.74,Loan Payment,Mobile Wallet,Current,0.4,2023-08
13,104151,2023-02-26,646.5,Entertainment,Bank Transfer,Current,0.4,2023-02
13,420830,2023-12-28,4530.59,Shopping,Credit Card,Current,0.4,2023-12
13,803647,2023-08-14,4094.42,Healthcare,Bank Transfer,Current,0.4,2023-08
13,278675,2023-07-22,940.84,Entertainment,Mobile Wallet,Current,0.4,2023-07
13,288485,2023-10-11,818.29,Shopping,Mobile Wallet,Current,0.4,2023-10
13,836023,2023-01-31,4574.22,Groceries,Bank Transfer,Current,0.4,2023-01
13,462286,2023-03-01,244.22,Shopping,Credit Card,Current,0.4,2023-03
13,117589,2023-08-07,547.85,Groceries,Bank Transfer,Current,0.4,2023-08
13,628151,2023-07-21,3005.44,Groceries,Crypto,Current,0.4,2023-07
13,772217,2023-09-28,2251.15,Loan Payment,Bank Transfer,Current,0.4,2023-09
13,533635,2023-03-01,66.9,Bills,Crypto,Current,0.4,2023-03
13,658633,2023-09-29,2924.67,Shopping,Debit Card,Current,0.4,2023-09
13,185565,2023-09-08,4391.15,Healthcare,Bank Transfer,Current,0.4,2023-09
13,538550,2023-05-22,2606.28,Entertainment,Debit Card,Current,0.4,2023-05
13,725153,2023-03-16,427.92,Shopping,Bank Transfer,Current,0.4,2023-03
13,810944,2023-01-14,4784.77,Loan Payment,Mobile Wallet,Current,0.4,2023-01
13,549168,2023-12-20,1453.12,Entertainment,Bank Transfer,Current,0.4,2023-12
14,762297,2023-02-07,3670.33,Bills,Crypto,Fully Paid,0.4,2023-02
14,449871,2023-11-25,1064.28,Healthcare,Crypto,Fully Paid,0.4,2023-11
14,983060,2023-02-26,2696.23,Healthcare,Credit Card,Fully Paid,0.4,2023-02
14,737033,2023-02-22,1830.87,Loan Payment,Mobile Wallet,Fully Paid,0.4,2023-02
14,773139,2023-04-12,3771.74,Loan Payment,Crypto,Fully Paid,0.4,2023-04
14,459028,2023-08-12,4363.95,Healthcare,Debit Card,Fully Paid,0.4,2023-08
14,850080,2023-03-18,901.04,Healthcare,Bank Transfer,Fully Paid,0.4,2023-03
14,577738,2023-10-12,4764.26,Healthcare,Mobile Wallet,Fully Paid,0.4,2023-10
14,716349,2023-04-29,3889.39,Shopping,Crypto,Fully Paid,0.4,2023-04
14,568547,2023-07-01,2192.68,Bills,Bank Transfer,Fully Paid,0.4,2023-07
14,180078,2023-07-09,4945.53,Loan Payment,Debit Card,Fully Paid,0.4,2023-07
14,801761,2023-01-10,2285.09,Shopping,Bank Transfer,Fully Paid,0.4,2023-01
14,313397,2023-10-23,1144.71,Entertainment,Bank Transfer,Fully Paid,0.4,2023-10
14,698644,2023-05-08,337.26,Loan Payment,Crypto,Fully Paid,0.4,2023-05
14,995181,2023-12-07,3307.99,Healthcare,Crypto,Fully Paid,0.4,2023-12
14,879659,2023-08-09,262.65,Loan Payment,Debit Card,Fully Paid,0.4,2023-08
14,546919,2023-06-21,4054.63,Groceries,Debit Card,Fully Paid,0.4,2023-06
14,279892,2023-08-11,3923.52,Bills,Debit Card,Fully Paid,0.4,2023-08
14,715087,2023-03-16,4982.14,Entertainment,Crypto,Fully Paid,0.4,2023-03
14,173653,2023-08-08,3883.81,Healthcare,Crypto,Fully Paid,0.4,2023-08
14,506048,2023-12-16,1786.26,Healthcare,Bank Transfer,Fully Paid,0.4,2023-12
14,278209,2023-05-22,1702.9,Healthcare,Debit Card,Fully Paid,0.4,2023-05
14,886024,2023-01-22,3738.25,Bills,Credit Card,Fully Paid,0.4,2023-01
14,817384,2023-03-11,2614.04,Healthcare,Debit Card,Fully Paid,0.4,2023-03
14,829046,2023-06-22,4287.57,Bills,Mobile Wallet,Fully Paid,0.4,2023-06
14,693772,2023-04-11,2551.92,Loan Payment,Bank Transfer,Fully Paid,0.4,2023-04
14,742474,2023-11-16,2323.54,Bills,Debit Card,Fully Paid,0.4,2023-11
14,575234,2023-09-17,3102.19,Healthcare,Debit Card,Fully Paid,0.4,2023-09
14,261707,2023-11-04,376.95,Healthcare,Credit Card,Fully Paid,0.4,2023-11
14,286671,2023-03-24,4333.93,Bills,Debit Card,Fully Paid,0.4,2023-03
14,445066,2023-01-27,4610.23,Loan Payment,Credit Card,Fully Paid,0.4,2023-01
14,408074,2023-09-27,3875.64,Loan Payment,Crypto,Fully Paid,0.4,2023-09
